index,word,meaning
8418,fariseu,s. m. mufarísi (mu-va).
8419,farmacêutico,"adj. (respeitante a farmácia) -á mirhí loc. adj. 2. s. m. (aquele que exerce a farmácia, boticário) mululamisi wá mirhí; muxavisi wá mirhí (mu-va)."
8420,farmácia,"s. f. a) (farmacologia) ntívomirhí (mu) (sem plural). b) (estabelecimento onde se preparam e vendem medicamentos) xitóló xá mirhí (xi-svi), farmása faramása (ri-ma). (P). c) (profissão de farmacêutico) ntirho wá ntívómirhí (mu-mi). d) (sector de hospital em que se guardam medicamentos; conjunto de medicamentos que se conserva para uso no tratamento de leves indisposições, ou em primeiros socorros) vuhlayiselo bzá mirhí (vu), farmása faramása (ri-ma). (P)."
8421,farmacologia,s. f. ntívomirhí (mu) (sem plural).
8422,farnel,"s. m. (merenda) mbuva (yi-ti), manghungwe (ma), mulóngó (mu-mi)."
8423,faro,"s. m. vunun'hwetelo, vunun'hutu (vn), nun'hwetelo, nun'hutu (mu-mi). || [acto de farejar, de adivinhar pelo faro, usando poderes medianímicos]: kufémbá (ku), vufémbí (vu)."
8424,farol,"s. m. a) (torre com uma luz que serve de ponto de referência aos navegantes) xihondzo xá xítsáyítsáyi (xi-svi), faróli (ri-ma). (P). b) (candeeiro ou lanterna, em embarcação, para indicar a sua presença e posição) xigézana (xi-svi). c) (lanterna de automóveis) gézi rá móvha (ri-ma), faróli, fóki (ri-ma). (P) foco. d) (fig.) (coisa que alumia ou guia) xivoningeli, xikómbándléla (xi-svi)."
8425,faroleiro,s. m. mutirhi wá faróli (mu-va).
8426,farpa,"s. f. a) (ponta metálica penetrante, em forma de ângulo agudo) múntwá (mu-mi). b) (hastil armado dessa ponta, com o qual se picam touros em corridas; bandarilha) xitlhokoti (xi-svi). c) (rebarba) vhavhá (ri-ma)."
8427,farra,"s. f. (pândega, folia) ndzhúmbhá (mu-mi), fára (ri-ma). (P)."
8428,farrapo,"s. m. a) (pedaço de pano rasgado ou muito usado; andrajo, trapo) xidzedzé, xidzedzáná, xitlátlá, xivhundzána (xi-svi). b) (peça de vestuário muito rota) xichákati xihlakati (xi-svi), machakala (ma), vukókobza (vu). c) (pessoa maltrapilha) xichákati (xi-svi)."
8429,farsa,"s. f. a) (peça teatral de comicidade exagerada) drámá rá kúhlékísa darámá rá kúhlékísa (ri-ma). (P) drama. b) (embuste, logro) vukángányísi, vuxísí (vu)."
8430,fartar,"v. t. a) (saciar) kuxúrhísá; kukólwisa; kuyaneta | kuyeneta v. caus. b) (incomodar, agastar) kuphirhá, kuphóphórhá, kutingá v. t. 2. v. pron. a) (encher o estômago) kuxúrhá v. i. b) (fartar-se, enfastiar-se de alimentos) kukólwá, kubínwá v. pass. c) (agastar-se) kuphírhéká v. i."
8431,farto,"adj. a) (saciado) -á kuxúrhá, -á kukólwá loc. adj. b) (enfastiado de alimentos) -á kubínwá loc. adj. c) (abundante) -nyingi adj. d) (enfastiado, aborrecido) -á kuphírhéká, á kuvítsínyéka, á kunyényéntsíwa, -á kukólwá loc. adj."
8432,fartura,"s. f. kuxúrhá, kukólwá, kutálá (ku), nxúrhu, nkólwó, ntálú (mu-mi). [fartura nas colheitas]: ndzálú, mpfúnú (mu-mi)."
8433,fatigar,"v. t. a) kukárhálísa v. caus. b) (mafar) kukárhátá, kudina v. t."
8434,fascinação,"s. m. a) nyanyuku, ntsuntsu; nkókélo (mu-mi). b) (assombro) xihlámálíso (xi-svi)."
8435,fascinante,adj. -á nkókélo loc. adj.
8436,fascinar,"v. t. a) (encantar, seduzir) kukóká; kuxenga v. t. b) (enfeitiçar) kuloya v. t."
8437,fascinio,"s. m. (sedução, deslumbramento) kuxengetela (ku), nxengetelo (mu-mi)."
8438,fascismo,s. m. mfúmúvukwánga; mfúmu wá tíhányi (mu-mi).
8439,fascista,adj. 2 gen. & s. 2 gen. -á mfűművukwánga; -á mfúmu wá tíhányi (mu-mi); mukhónzhísi mukhózisi (mu-va).
8440,fase,"s. f. a) (etapa) xiyengé (xi-svi). b) (estágio) xiyengé (xi-svi), mayíméla (ma)."
8441,fasquia,"s. f. a) (pedaço de madeira comprido e estreito; ripa) valelo (ri-ma) rivalelo, mbalelo (ri-ti) (plural: timbalelo), rípa (ri-ma). (P). b) (parte alongada e estreita que se separou de um tronco de madeira) vhavhá (ri-ma)."
8442,fastidioso,"adj. (enfadonho, monótono) -a kukólwáná, -á kubínwáná; -á kuphírhá loc. adj."
8443,fastio,"s. m. a) (aversão a alimento) kukólwá, kubín'wá (ku). b) (repugnância) manyényó (ma), xinyényó (xi-svi), nyényéntso, mpitsuku (mu-mi). c) (tédio, aborrecimento) xikhuna (xi-svi)."
8444,fasto,"adj. (feliz, próspero) -á kútsáka, -á njombo, -á kutiphíná loc. adj. 2. s. m. (luxo, ostentação) vumenyemenye (vn)."
8445,fatal,"adj. 2 gen. a) -á kúvángá lifu loc. adj. b) (forçoso, inevitável) -á kusíndzísá loc. adj."
8446,fatia,"s. f. xipalápatsá, xikhému (xi-sui), fatíya (ri-ma). (P). || [fatia, por exemplo, de melancia]: risensé (ri-ti)."
8447,fatigado,adj. -á kukárhálá; -á kudámbá loc. adj.
8448,fatigar,"v. t. a) kukárhálísa v. caus. b) (mafar) kukárhátá, kudina v. t."
8449,fato,s. m. fatú (ri-ma). (P).
8450,fato-macaco,"s. m. hóvhoróro (ri-ma). (1) overall, muchutelaphákathí, mutámbéláphákathi (mu-mi). (pop.)."
8451,fauce,s. f. (goela) nkolo (nu-mi mu-ma) (plural: minkolo/makolo).
8452,faúlha,s. f. a) nhláhlé (ri-ti). b) (poeira de farinha que se desprende no momento da peneiração dos cereais) ntsútsúngwana (mu-mi).
8453,fauna,s. f. svihárí svá tiko (svi).
8454,fausto,"adj. (feliz, próspero) -á kútsáka, -á njombo, -á kutiphíná loc. adj. 2. s. m. (luxo, ostentação) vumenyemenye (vn)."
8455,faustoso,"adj. (próspero, fasto) -á kútsáka, -á njombo, -á kutiphíná; -á vúményéménye loc. adj."
8456,fava,"s. f. a) (planta) mfávha (mu-mi). (P). b) (fruto) fávha (ri-ma). (mu-mi). (P). || [mandar às favas]: (mandar pentear macacos, mandar à fava) kufúsékísa | kupfútsékísa v. t. (gross.)."
8457,favo,"s. m. vemba (ri-ma), xihlenga (xi-swi). || [favo de mel com larvas]: dzaná (ri-ma). || (ext.) [favo de ovos]: vemba rá mandzá (ri-ma)."
8458,favor,"s. f. kusízá, kupfuna (ku), vusízí (vu)."
8459,favorável,"adj. -néné adj., -á kútsákísa; á kúpfúna; -á kusízá loc. adj. Ex.: vento favorável móyá wunene. resposta favorável nhlamulu yá kútsákísa."
8460,favorecer,"v. t. kunabzalisela, kusízá, kukátá; kukhwékétá; kutívá xilósó v. t."
8461,favoritismo,"s. m. rilángisa (ri-ti), xiyahíngohe, xixakaxáka, xinghanunghanu (xi)."
8462,favorito,adj. & s. m. a) (predilecto) -á kurhándzíwá; -á kútsákélíwa loc. adj. b) (Diz-se do competidor ou da equipe com mais chances de vitória.) favhorítu (mu-va) (P).
8463,fazedor,adj. & s. m. muyendli muyenci (mu-va). [fazedor de anjos]: (aquele que faz abortos) muxixi (wá tinyímbá); muholoti (mu-va).
8464,fazenda,"s. f. a) (conjunto de bens; haveres) svigotso (xi-svi), mpahla, yimfá, nhúndzú (yi-ti), xumá (xi), vukósí (vn). b) (grande propriedade rural, de lavoura ou de criação de gado) kinta (ri-ma). (P) quinta; maxámbá, masímú (ma). c) (pano, tecido) nguvu (yi-ti). d) (mercadoria; gêneros) svixavísiwa (svi). e) (área da administração pública que trata das finanças) fazéndá (ri-ma). (P)."
8465,fazer,"v. t. a) (criar; realizar) kuyendla | kuyenca kuhámbá, kumaha, kuvanga v. t. || [fazer bem]: kusásá v. i. b) (fabricar) kukhándhá, kumáká v. t. 2. v. pron. a) (transformar-se; fingir-se) kutiyendla | kuyenca, kutimáhá v. pron. b) (tornar-se, ficar) kuhundzuka v. i."
8466,fé,"s. f. a) (crença religiosa) ripfumelo, rikhólwa (ri) vupfumeli, vukhóngeli (vn). b) (confiança) kukhólwá, kutshémbá (ku), kudúmbá (ku). (Ro), xitshémbó (xi-svi), tshémba (ri-ma)."
8467,febra,"s. f. nhluvi, mufúmbutá (mu-mi), xipfhuku, xihluvi (xi-svi)."
8468,febre,"s. f. kuhísétá (ku), fébra (ri-ma). (P). || [febre amarela]: s. f. darínyóngwa (ri-ma)."
8469,febril,adj. -á kuhísétá loc. adj.
8470,fechadura,"s. f. xigódlótélo (xi-svi). (Ro), fexadúra (ri-ma). (P), xilótléló (xi-svi). (A) sleutel."
8471,fechar,"v. t. a) (cerrar) kupfala, kupfaleta v. t. || [fechar à chave]: kukhiya, kukhiyela, kurhótlólá, kulótlélá v. t. || [fechar hermeticamente com tampa]: kuvhimba | kubvimba v. t. || [fechar os olhos]: kusvínyá, kufúnyá v. i. || [fechar para ou fechar alguém]: kupfalela v. apl. b) (tapar) kusívá; kumbhonya, kufúnéngéta v. t. 2. v. pron. kupfaleka v. neutr. pass."
8472,fecho,"s. m. a) (qualquer peça ou dispositivo com que se fecha ou cerra um objecto) xipfalu (xi-svi). || [fecho éclair, zipe]: zípi (ri-ma). (P). b) (tranqueta) mugogo (mu-mi), nkotleto (mu-mi) xikotleto (xi-sui), tarángu (yi-ti). (P) tranca. c) (ponto onde se unem e fecham duas partes de uma coisa) vupfalu (vu). d) (epílogo; ajuste definitivo) makumu, mapfaléla (ma). e) (fig.) (remate, acabamento) kuhétíséla (ku), mahétíséla (ma)."
8473,fecundação,"s. f. kumithisa (ku), mithiso (mu-mi)."
8474,fecundar,v. t. kupsálísá; kumithisa v. caus.
8475,fecundidade,s. f. mbeleko (yi-ti).
8476,fecundo,"adj. a) (capaz de produzir ou de reproduzir(-se)) -á kupsálá loc. adj. b) (que dá ou produz em grande quantidade) -á kupsáláná, -á kupsálélána loc. adj. c) (que dispõe de artificios ou recursos; inventivo) -á márhengú, á máqhínga; -á kusvikótá loc. adj."
8477,fedelho,s. m. a) (criança que cheira a cueiros) xiputsa (xi-svi). b) (criança de pouca idade; criancinha) ricece (ri-ti).
8478,federação,"s. f. nhlanganu | ntlhanganu (mu-mi),."
8479,fedor,"s. m. sema (ri-ma), xwírhí (ri-ma), ximpúse, xinun'hwá (xi-svi), munun'hwé (mu)."
8480,feição,"s. f. a) (forma, feitio, aspecto) matsháméla, matikómbéla (ma). b) (maneira, modo) mayendlela (ma), mukhúvá (mu-mi), ndlela (yi-ti). c) (índole, carácter) matsháméla (ma)."
8481,feijão,"s. m. nyawá (yi-ti). (genérico). || [feijão-manteiga, feijão-branco]: fijawu (yi-ti). || [feijão-nhemba]: mbaweni (yi-ti). || [feijão-jugo]: nyume, ndluvú (yi-ti). || [feijão-sacana]: sakána (yi-ti). || [feijão-buére]: ndojí (yi-ti). || [comida de feijão cuidadosamente descascado]: muva."
8482,feijão-branco,s. m. fijáwu (yi-ti).
8483,feijão-buére,s. m. (Moç.) ndojí (yi-ti).
8484,feijão-jugo,"s. m. (Moç.) nyume, ndluvú (yi-ti)."
8485,feijão-manteiga,s. m. fijáwu (yi-ti).
8486,feijão-nhemba,"s. m. (Moç.) (planta e fruto) mbaweni (yi-ti). || [folhas de feijão-nhemba]: (usadas na alimentação) matsávú yá tímbáwéni (ma), nyangáná (yi-ti). (Ro)."
8487,feijão-sacana,s. m. (Moç.) sakána (yi-ti).
8488,feijoeiro,"s. m. mbaweni, nyawa (ti-ti)."
8489,feio,adj. -á kubíhá; -á kusvárhá loc. adj. || [forte e feio] (com extraordinária tenacidade; duramente) kubíhá adv. Ex.: Trabalhei forte e feio. Nitirhé kubíhá.
8490,feira,"s. f. bazárá (ri-ma). (P) bazar, féra (ri-ma). (P), vuxaviselo (vu)."
8491,feitiçaria,s. f. vuloyi (vu).
8492,feiticeiro,"adj. -á kúlóya loc. adj. 2. s. m. muloyi (mu-va), noyi (mu-va) (plural: valoyi). || [ser feiticeiro]: kuloya v. i."
8493,feitiço,"s. m. vuloyi (vn), madambi (ma), ntsuntsu (mu-mi)."
8494,feitio,"s. m. a) (configuração) xivúmbéko (xi-svi). b) (maneira de ser) matsháméla (ma), ntshámélo (mu). c) (índole, carácter) matsháméla (ma)."
8495,feito,"adj. -á kúyéndlíwa|-á kúyénciwa, -á kúmáhíwa loc. adj. 2. s. m. xiyendlo xiyenco, ximaho (xi-svi), ntirho (mu-mi)."
8496,feitor,"adj. (fazedor) muyendli | muyenci (mu-va). 2. s. m. a) (administrador, gestor) mutóngí, mulawuli (mu-va), b) (capataz) mulángútéli, madúnana (mu-va), kapatáxji (mu-va). (P). c) (fabricante) mumákí, mukhándhí (mu-va)."
8497,feitura,s. f. ntirho (mu-mi).
8498,feiúra,s. f. kubíhá (ku).
8499,feixe,"s. m. (molho) nyandza, numbi (yi-ti), ndlelwa (mu-mi). xikátsa (xi-svi). || [feixe de espigas de milho]: lungelo (ri-ma). || [feixe de espigas de milho para armazenar]: nkanu (mu-mi). || [feixe de canas ou de juncos usado como facho]: xitlhathe (xi-svi). || [feixe de capim entrançado (para cobertura de casas)]: khénya (ri-ma)."
8500,fel,s. m. nyóngwa (yi-ti).
8501,felação,"s. f. (obsc.) (broche, acção de excitar o pénis com a boca) kunyanyula donyó hí nómo; kuyán'wá donyó (ku). (obsc.)."
8502,felicidade,"s. f. a) kutsaka (ku), ntsaku (mu-mi). b) (boa sorte) nkátéko (mu-mi), njombó (yi-ti)."
8503,felicitações,"s. f. pl. kufísá, kutlángélá; kuxúmísá (ku), parabénxji (ri-ma). (P) parabéns."
8504,felicitar,v. t. (apresentar parabéns) kufísélá v. t. || [felicitar pelo bom trabalho ou boa acção]: kuxúmísá v. t. [cf. parabéns].
8505,feliz,adj. 2 gen. -á kútsáka; -á njombó loc. adj.
8506,feltro,s. m. xitófu xá voyá (xi-svi). (P) estofo.
8507,fembar,"v. t. (Moç.) (valer-se de exorcismo para expulsar do corpo de (alguém) maus espíritos ou demónios; adivinhar pelo faro, usando poderes medianímicos) kufémbá v. t."
8508,fêmea,"s. f. psélé (ri-ma), nkátí (mu-mi/yi-ti)."
8509,femeeiro,"adj. & s. m. bómbo (yi-ti), xitondolo (xi-swi)."
8510,feminilidade,s. f. vusátí; vuwánsati (vu).
8511,feminino,"adj. -á xisátí, -á xirhúndzú, -á rhámbú rá xisátí Ex.: servente do sexo feminino mutirhi wá xirhúndzú. (cf. cesto]."
8512,fémur,s. m. n'wáríhlanga (mu-va). (Ro).
8513,fenda,"s. f. pholwa (ri-ma), xivénga (xi-svi). || [fenda, por exemplo, numa panela de barro]: rifá (ri-ti). || [fenda longitudinal, por exempo, num pau, numa canal: rimpfantú (ri-ma)."
8514,fender,"v. t. kupandza; kutlhányá; kufaya, kudláyá v. t. 2. v. i. & pron. kupandzeka; kutlhányéká, kufayeka, kufá v. i.; kubábárhúka v. neutr. pass. (Diz-se da lama que seca ou a pele em ressecação.)."
8515,fendido,"adj. a) (rachado) -á rifá, á kúfáyéka; -á kúpándzéka loc. adj. b) (com fendas, com frinchas) -á kuhólókéla v. i."
8516,fenecer,"v. i. a) (acabar, extinguir-se) kuhélá, kunyámálála, kusúvá, kulova v. i. b) (morrer) kufá v. i. c) (murchar) kuvuna v. i."
8517,feno,"s. m. bzányí bzá kuwómá bzá svifúyú (vu-ma) gwányi rá kuwómá rá svifúyú (ri-ma), folichi (ri-ma). (1) foliage."
8518,fenómeno,"s. m. xiyendleko | xiyenceko, xihúmélélo (xi-svi)."
8519,fera,"s. f. a) (animal bravio) xihárí xá nhová, xihárí xá khwáti xihárhí xá nhová, xihárhí xá khwáti, xivandzana (xi-svi). b) (fig.) (pessoa cruel e sanguinária) xihárí xihárhí (xi-svi). (fig.), mhísí (yi-ti). (fig.) [cf. hiena]."
8520,féretro,"s. m. nkaxá nkaxáwu (mu-mi). (P) caixa, bokisi bokiso (ri-ma). (I) box, nkaxáwu (mu-mi). (P) caixão."
8521,feriado,"adj. -á feriyádu loc. adj. (P), -á kuhúmúlá loc. adj. 2. s. m. feriyádu (ri-ma). (P), síkú rá kutsémélísá kútírha (ri-ma), nkarhí wá kutsémélísá kútírha (mu-mi)."
8522,feriar,v. t. kutsémélísísá ntírho; kuhúmútá v. caus. 2. v. i. kutsémélísá ntírho; kuhúmúla v. i.
8523,férias,"s. f. pl. kuwisa (ku), kuvháká (ku). (1) vacations, nkarhi wá kúwísa (mu-mi). || [ir de férias]: kuvháká v. i."
8524,ferida,"s. f. xilondza (xi-svi), mbanga (yi-ti), n'qeva (ri-ma). || [ferida crónica]: mundapshá, mudzókó muzókó (mu-mi). || [ferida dificil de curar]: xitshúnye (xi-swi). || [ferida entre os dedos dos pés ou nas suas dobras]: nkényengwána (mu-mi)."
8525,ferido,"adj. a) (que receben ferimento) -á kuvávísíwa loc. adj. b) (ofendido, magoado) -á kuvávíséka, á kútlhávéka loc. adj. 2. s. m. (aquele que está ferido) muvávísiwá (mu-va)."
8526,ferimento,"s. m. kuvávísíwa (ku); mbanga (yi-ti), xilondza (xi-svi)."
8527,ferino,"adj. a) -á kulévá loc. adj. b) (de pessoa perversa, desumana, cruel) -á kukárhátá; -á xiléví loc. adj."
8528,ferir,"v. t. a) kuvávísá v. t., kulímátá v. caus. || [ferir, picar especialmente no olho, nariz ou ouvido]: kudlókónyá v. t. || [ferir, picar no olho]: kudlónyólá, kutlúnyá, kutsúnyá v. t. || [ferir com objecto perfurante]: kubvóngá v. t. b) (atingir com arma de fogo) kubáléséla, kudúvúlá v. t. Ex.: ferir o búfalo com espingarda. kubálésélá nyarhi hí xíbámu kudúvúlá nyárhí hí xíbámu || [ferir com lança]: kupfhómóngá v. t. c) (magoar) kutlhava, kuvávísá, kukhúngúványísa v. t. 2. v. pron. kutivásísá, kutilímátá v. pron., kulímálá v. i."
8529,fermentação,"s. f. kuvila; kukukumuka (ku), muvilo; nkukumuku (mu-mi)."
8530,fermentadeira,"s. f. (Moç.) (vasilha onde se fermentam cereais) xitséká, xilovekelo, xiviliselo (xi-svi)."
8531,fermentar,"v. t. kucomela, kukándzélá v. t.; kuvilisa, kubávísá v. caus. (Diz-se geralmente de bebidas alcoólicas.). 2. v. i. kuvila, kukukumuka v. i, kubává v. i. (Diz-se de bebidas alcoolicas.)."
8532,fermento,"s. m. comela (ri-ma), ncomelo (mu-mi), hándzélo (yi-ti)."
8533,feroz,"adj. 2 gen. a) -á kulévá loc. adj. b) (de pessoa perversa, desumana, cruel) -á kukárhátá; -á xiléví loc. adj."
8534,ferradura,s. f. feradúra (ri-ma). (P).
8535,ferramenta,"s. f. xitirho (xi-si), faraménta mfalamenti, mfelementi (yi-ti). (P)."
8536,ferrão,"s. m. a) (ponta de ferro) nsimbi yá kútómpsa (yi-ti); vuhlompso (vu). b) (aguilhão, o dardo dos insectos) ndzhómbó (mu-mi)."
8537,ferrar,"v. t. a) (ornar ou guarnecer de ferro) kubélá tinsímbí v. apl., kusásékísa hí tinsímbi v. caus. b) (pôr ferraduras em (cavalgadura)) kubélá máferadúra v. apl. c) (marcar com ferrete quente (boi, cavalo, etc.)) kuhísá mfúngu, kufunga (hí nsímbí yá kuhísá) v. t. d) (cravar, enterrar) kudzima, kutlhoma; kundzondzoveta v. t. || [ferrar os dentes em]: kukákátlúla, kuxúkúnhúla v. t. 2. v. pron. a) (entranhar-se, cravar-se) kunghéná; kutsíkítséla v. i. b) (apegar-se, aferrar-se) kunamarhela; kuwóméléla v. i."
8538,ferraria,s. f. (oficina de ferreiro) chóndzó (ri-ma).
8539,ferreiro,"s. m. mufúlí, mutirhi wá tinsímbí (mu-va)."
8540,ferrete,s. m. xifungu (xi-svi).
8541,ferro,"s. m. a) nhumbu, nsímbi (yi-ti). || [ferro; ferro de engomar]: mféro (yi-ti). (P)."
8542,ferrolho,"s. m. mugogo (mu-mi), nkótléto (mu-mi), xikotleto (xi-svi)."
8543,ferro-velho,"s. f. a) (sucata) khonyana (ri-ma), sukáta (ri-ma). (P). b) (estabelecimento que negocia com sucata) vuxaviselo bzá mákhónyána."
8544,ferrovia,"s. f. xipóró (xi-svi). (A) spoor, njanji (yi-ti). (Z) ujantshi."
8545,ferrugem,"s. f. kukurha (ku), tshoné (ri-ma), furúxju furiju (ri-ma). (P)."
8546,fertilidade,s. f. mbeleko (yi-ti).
8547,fértil,adj. -á kupsálá loc. adj. || (ref. ao solo) -á kúnóna loc. adj.
8548,fertilização,"s. f. kumithisa (ku), vumithisi (vn)."
8549,fertilizador,adj. & s. m. a) (de plantas e animais) ximithisi (xi-svi). b) (de solos) xinonisi (xi-svi).
8550,fervente,adj. -á kúvíla loc. adj.
8551,ferver,"v. t. kuvilisa v. caus. 2. v. i. kuvila v. i. || [ferver com ruído característico (como o caldo com pedaços grandes de carne ou de vegetais a cozer)]: kubzabza, kubzabzamela v. i."
8552,fervilhar,"v. i. a) (ferver) kuvila v. i. b) (existir ou concorrer em grande número; abundar) kutálá; kunyakanya, kumakanyeka, kukhitika, kukhitikana, kuwukuteka, kugidizelana v. i."
8553,fervor,"s. m. a) (acto de ferver; estado do que ferve) muvilo (mu-mi), kuvila (ku). b) (fig.) (dedicação, zelo) kuhíséká, kuchívíríka, kutinyíkétá (ku), híséko, nchívíríko (mu-mi)."
